row	col	voltage	tot_avg	tot_std	toa_avg	toa_std	efficiency_tot	efficiency_toa
23	6	71	0.0	0.0	nan	nan	0.0	0.0
23	6	68	0.0	0.0	nan	nan	0.0	0.0
23	6	65	0.0	0.0	nan	nan	0.0	0.0
23	6	62	0.0	0.0	nan	nan	0.0	0.0
23	6	59	0.0	0.0	nan	nan	0.0	0.0
23	6	56	0.0	0.0	nan	nan	0.0	0.0
23	6	53	0.0	0.0	nan	nan	0.0	0.0
23	6	50	0.0	0.0	nan	nan	0.0	0.0
23	6	47	0.0	0.0	nan	nan	0.0	0.0
23	6	44	0.0	0.0	nan	nan	0.0	0.0
24	6	107	4.0	0.0	20.355	0.486	1.0	1.0
24	6	104	3.935	0.25	21.065	0.574	1.0	1.0
24	6	101	3.452	0.506	21.419	0.502	1.0	1.0
24	6	98	3.194	0.402	21.968	0.795	1.0	1.0
24	6	95	3.032	0.18	22.548	0.506	1.0	1.0
24	6	92	3.0	0.0	23.161	0.638	1.0	1.0
24	6	89	3.0	0.0	24.323	0.653	1.0	1.0
24	6	86	2.871	0.341	25.129	0.957	1.0	1.0
24	6	83	2.71	0.461	26.548	1.912	1.0	1.0
24	6	80	2.065	0.25	27.677	1.376	1.0	1.0
24	6	77	2.0	0.0	29.581	2.203	1.0	1.0
24	6	74	1.774	0.425	32.484	2.731	1.0	1.0
24	6	71	1.111	0.424	37.2	3.01	0.839	0.968
24	6	68	0.129	0.341	38.25	0.957	0.129	0.129
24	6	65	0.0	0.0	nan	nan	0.0	0.0
24	6	62	0.0	0.0	nan	nan	0.0	0.0
24	6	59	0.0	0.0	nan	nan	0.0	0.0
24	6	56	0.0	0.0	nan	nan	0.0	0.0
24	6	53	0.0	0.0	nan	nan	0.0	0.0
24	6	50	0.0	0.0	nan	nan	0.0	0.0
24	6	47	0.0	0.0	nan	nan	0.0	0.0
24	6	44	0.0	0.0	nan	nan	0.0	0.0
25	6	107	4.903	0.301	17.871	0.562	1.0	1.0
25	6	104	4.516	0.508	18.194	0.402	1.0	1.0
25	6	101	4.355	0.486	18.452	0.506	1.0	1.0
25	6	98	4.0	0.447	18.871	0.499	1.0	1.0
25	6	95	3.323	0.475	19.29	0.588	1.0	1.0
25	6	92	3.0	0.0	19.839	0.638	1.0	1.0
25	6	89	3.0	0.0	20.355	0.551	1.0	1.0
25	6	86	3.0	0.0	21.194	0.91	1.0	1.0
25	6	83	2.968	0.18	21.935	0.68	1.0	1.0
25	6	80	2.935	0.25	22.645	0.798	1.0	1.0
25	6	77	2.452	0.506	23.806	1.046	1.0	1.0
25	6	74	2.065	0.25	25.742	1.032	1.0	1.0
25	6	71	2.0	0.0	26.903	1.68	1.0	1.0
25	6	68	2.0	0.0	29.839	2.934	0.968	1.0
25	6	65	1.6	0.621	32.345	2.439	0.903	0.935
25	6	62	0.393	0.629	37.833	3.538	0.29	0.387
25	6	59	0.0	0.0	nan	nan	0.0	0.0
25	6	56	0.0	0.0	nan	nan	0.0	0.0
25	6	53	0.0	0.0	nan	nan	0.0	0.0
25	6	50	0.0	0.0	nan	nan	0.0	0.0
25	6	47	0.0	0.0	nan	nan	0.0	0.0
25	6	44	0.0	0.0	nan	nan	0.0	0.0
26	6	107	3.0	0.0	19.194	0.477	1.0	1.0
26	6	104	2.839	0.374	19.677	0.541	1.0	1.0
26	6	101	2.742	0.445	20.161	0.638	1.0	1.0
26	6	98	2.484	0.508	20.774	0.762	1.0	1.0
26	6	95	2.097	0.301	21.452	0.723	1.0	1.0
26	6	92	2.032	0.18	22.065	0.964	1.0	1.0
26	6	89	2.0	0.0	22.645	0.985	1.0	1.0
26	6	86	2.0	0.0	23.677	0.871	1.0	1.0
26	6	83	1.645	0.486	25.032	0.983	1.0	1.0
26	6	80	1.333	0.479	26.871	1.839	0.968	1.0
26	6	77	0.967	0.615	28.68	3.412	0.774	0.806
26	6	74	0.31	0.471	31.0	3.256	0.29	0.355
26	6	71	0.0	0.0	nan	nan	0.0	0.0
26	6	68	0.0	0.0	nan	nan	0.0	0.0
26	6	65	0.0	0.0	nan	nan	0.0	0.0
26	6	62	0.0	0.0	nan	nan	0.0	0.0
26	6	59	0.0	0.0	nan	nan	0.0	0.0
26	6	56	0.0	0.0	nan	nan	0.0	0.0
26	6	53	0.0	0.0	nan	nan	0.0	0.0
26	6	50	0.0	0.0	nan	nan	0.0	0.0
26	6	47	0.0	0.0	nan	nan	0.0	0.0
26	6	44	0.0	0.0	nan	nan	0.0	0.0
27	6	107	3.0	0.0	19.871	0.499	1.0	1.0
27	6	104	3.0	0.0	20.194	0.402	1.0	1.0
27	6	101	2.968	0.18	20.968	0.547	1.0	1.0
27	6	98	2.871	0.341	21.581	0.807	1.0	1.0
27	6	95	2.806	0.402	21.806	0.601	1.0	1.0
27	6	92	2.129	0.341	23.129	0.763	1.0	1.0
27	6	89	2.065	0.25	23.806	0.873	1.0	1.0
27	6	86	2.0	0.0	25.065	1.181	1.0	1.0
27	6	83	2.0	0.0	26.419	1.285	1.0	1.0
27	6	80	2.0	0.0	28.097	1.795	1.0	1.0
27	6	77	1.774	0.497	31.4	2.222	0.968	0.968
27	6	74	0.885	0.816	33.762	3.463	0.516	0.677
27	6	71	0.032	0.18	38.0	0.0	0.032	0.032
27	6	68	0.0	0.0	nan	nan	0.0	0.0
27	6	65	0.0	0.0	nan	nan	0.0	0.0
27	6	62	0.0	0.0	nan	nan	0.0	0.0
27	6	59	0.0	0.0	nan	nan	0.0	0.0
27	6	56	0.0	0.0	nan	nan	0.0	0.0
27	6	53	0.0	0.0	nan	nan	0.0	0.0
27	6	50	0.0	0.0	nan	nan	0.0	0.0
27	6	47	0.0	0.0	nan	nan	0.0	0.0
27	6	44	0.0	0.0	nan	nan	0.0	0.0
28	6	107	3.0	0.0	20.581	0.502	1.0	1.0
28	6	104	2.968	0.18	21.032	0.547	1.0	1.0
28	6	101	2.968	0.18	21.581	0.62	1.0	1.0
28	6	98	2.581	0.502	21.839	0.735	1.0	1.0
28	6	95	2.258	0.445	22.742	0.631	1.0	1.0
28	6	92	2.097	0.301	23.645	0.709	1.0	1.0
28	6	89	2.0	0.0	24.387	0.761	1.0	1.0
28	6	86	2.0	0.0	25.226	0.805	1.0	1.0
28	6	83	2.0	0.0	26.516	1.061	1.0	1.0
28	6	80	1.871	0.341	28.419	1.747	1.0	1.0
28	6	77	1.429	0.634	30.207	2.305	0.839	0.935
28	6	74	0.609	0.656	34.6	2.664	0.387	0.645
28	6	71	0.107	0.416	34.6	1.949	0.065	0.161
28	6	68	0.0	0.0	nan	nan	0.0	0.0
28	6	65	0.0	0.0	nan	nan	0.0	0.0
28	6	62	0.0	0.0	nan	nan	0.0	0.0
28	6	59	0.0	0.0	nan	nan	0.0	0.0
28	6	56	0.0	0.0	nan	nan	0.0	0.0
28	6	53	0.0	0.0	nan	nan	0.0	0.0
28	6	50	0.0	0.0	nan	nan	0.0	0.0
28	6	47	0.0	0.0	nan	nan	0.0	0.0
28	6	44	0.0	0.0	nan	nan	0.0	0.0
29	6	107	3.548	0.568	19.129	0.499	1.0	1.0
29	6	104	3.29	0.461	19.419	0.564	1.0	1.0
29	6	101	3.226	0.425	19.742	0.575	1.0	1.0
29	6	98	3.032	0.18	20.323	0.748	1.0	1.0
29	6	95	2.935	0.25	20.613	0.615	1.0	1.0
29	6	92	2.71	0.461	21.097	0.597	1.0	1.0
29	6	89	2.484	0.508	22.097	0.539	1.0	1.0
29	6	86	2.129	0.341	22.677	0.653	1.0	1.0
29	6	83	2.065	0.25	23.258	0.965	1.0	1.0
29	6	80	2.065	0.25	24.323	1.013	1.0	1.0
29	6	77	1.903	0.301	25.968	1.703	1.0	1.0
29	6	74	1.645	0.486	28.323	2.638	1.0	1.0
29	6	71	1.037	0.706	30.88	3.257	0.677	0.806
29	6	68	0.161	0.523	30.333	3.786	0.097	0.097
29	6	65	0.0	0.0	nan	nan	0.0	0.0
29	6	62	0.0	0.0	nan	nan	0.0	0.0
29	6	59	0.0	0.0	nan	nan	0.0	0.0
29	6	56	0.0	0.0	nan	nan	0.0	0.0
29	6	53	0.0	0.0	nan	nan	0.0	0.0
29	6	50	0.0	0.0	nan	nan	0.0	0.0
29	6	47	0.0	0.0	nan	nan	0.0	0.0
29	6	44	0.0	0.0	nan	nan	0.0	0.0
30	6	107	3.0	0.0	21.935	0.68	1.0	1.0
30	6	104	2.935	0.25	22.258	0.729	1.0	1.0
30	6	101	2.903	0.301	22.839	0.735	1.0	1.0
30	6	98	2.452	0.506	23.29	0.693	1.0	1.0
30	6	95	2.065	0.25	24.065	0.629	1.0	1.0
30	6	92	2.0	0.0	25.032	0.875	1.0	1.0
30	6	89	2.0	0.0	26.032	0.875	1.0	1.0
30	6	86	2.0	0.0	26.774	1.454	1.0	1.0
30	6	83	1.935	0.25	28.71	1.532	1.0	1.0
30	6	80	1.862	0.351	31.0	2.556	0.935	1.0
30	6	77	0.96	0.79	33.739	2.359	0.548	0.742
30	6	74	0.0	0.0	39.0	0.0	0.0	0.032
30	6	71	0.0	0.0	nan	nan	0.0	0.0
30	6	68	0.0	0.0	nan	nan	0.0	0.0
30	6	65	0.0	0.0	nan	nan	0.0	0.0
30	6	62	0.0	0.0	nan	nan	0.0	0.0
30	6	59	0.0	0.0	nan	nan	0.0	0.0
30	6	56	0.0	0.0	nan	nan	0.0	0.0
30	6	53	0.0	0.0	nan	nan	0.0	0.0
30	6	50	0.0	0.0	nan	nan	0.0	0.0
30	6	47	0.0	0.0	nan	nan	0.0	0.0
30	6	44	0.0	0.0	nan	nan	0.0	0.0
31	6	107	4.0	0.365	18.677	0.475	1.0	1.0
31	6	104	3.774	0.425	19.161	0.374	1.0	1.0
31	6	101	3.484	0.57	19.645	0.608	1.0	1.0
31	6	98	3.097	0.301	20.065	0.512	1.0	1.0
31	6	95	3.032	0.18	20.258	0.682	1.0	1.0
31	6	92	3.0	0.0	21.194	0.749	1.0	1.0
31	6	89	2.968	0.18	21.774	0.717	1.0	1.0
31	6	86	2.871	0.341	22.935	0.727	1.0	1.0
31	6	83	2.452	0.506	23.71	0.902	1.0	1.0
31	6	80	2.161	0.374	25.129	0.957	1.0	1.0
31	6	77	2.0	0.258	27.194	2.344	1.0	1.0
31	6	74	2.032	0.18	29.194	2.257	1.0	1.0
31	6	71	1.733	0.521	32.167	2.854	0.935	0.968
31	6	68	0.75	0.645	36.905	2.567	0.581	0.677
31	6	65	0.0	0.0	41.5	3.536	0.0	0.065
31	6	62	0.0	0.0	nan	nan	0.0	0.0
31	6	59	0.0	0.0	nan	nan	0.0	0.0
31	6	56	0.0	0.0	nan	nan	0.0	0.0
31	6	53	0.0	0.0	nan	nan	0.0	0.0
31	6	50	0.0	0.0	nan	nan	0.0	0.0
31	6	47	0.0	0.0	nan	nan	0.0	0.0
31	6	44	0.0	0.0	nan	nan	0.0	0.0
0	7	107	2.29	0.461	21.871	0.806	1.0	1.0
0	7	104	2.032	0.18	22.129	0.562	1.0	1.0
0	7	101	2.0	0.0	22.71	0.783	1.0	1.0
0	7	98	2.0	0.0	23.387	0.844	1.0	1.0
0	7	95	1.935	0.25	24.645	0.95	1.0	1.0
0	7	92	1.871	0.341	25.774	1.055	1.0	1.0
0	7	89	1.677	0.475	26.613	1.626	1.0	1.0
0	7	86	1.194	0.543	28.931	2.329	0.935	0.935
0	7	83	0.333	0.48	32.154	3.288	0.29	0.419
0	7	80	0.067	0.254	35.0	3.606	0.065	0.097
0	7	77	0.0	0.0	nan	nan	0.0	0.0
0	7	74	0.0	0.0	nan	nan	0.0	0.0
0	7	71	0.0	0.0	nan	nan	0.0	0.0
0	7	68	0.0	0.0	nan	nan	0.0	0.0
0	7	65	0.0	0.0	nan	nan	0.0	0.0
0	7	62	0.0	0.0	nan	nan	0.0	0.0
0	7	59	0.0	0.0	nan	nan	0.0	0.0
0	7	56	0.0	0.0	nan	nan	0.0	0.0
0	7	53	0.0	0.0	nan	nan	0.0	0.0
0	7	50	0.0	0.0	nan	nan	0.0	0.0
0	7	47	0.0	0.0	nan	nan	0.0	0.0
0	7	44	0.0	0.0	nan	nan	0.0	0.0
1	7	107	4.0	0.0	21.097	0.539	1.0	1.0
1	7	104	3.903	0.301	21.387	0.667	1.0	1.0
1	7	101	3.903	0.301	21.839	0.523	1.0	1.0
1	7	98	3.516	0.508	22.484	0.724	1.0	1.0
1	7	95	3.161	0.374	23.129	0.846	1.0	1.0
1	7	92	3.032	0.18	23.839	0.898	1.0	1.0
1	7	89	2.968	0.18	24.516	0.677	1.0	1.0
1	7	86	2.968	0.18	25.419	0.923	1.0	1.0
1	7	83	2.516	0.508	26.613	1.054	1.0	1.0
1	7	80	2.323	0.475	27.258	1.237	1.0	1.0
1	7	77	2.0	0.0	29.484	1.71	1.0	1.0
1	7	74	1.806	0.477	32.774	2.539	1.0	1.0
1	7	71	1.533	0.571	34.033	2.646	0.935	0.968
1	7	68	0.31	0.604	37.667	3.873	0.226	0.29
1	7	65	0.0	0.0	nan	nan	0.0	0.0
1	7	62	0.0	0.0	nan	nan	0.0	0.0
1	7	59	0.0	0.0	nan	nan	0.0	0.0
1	7	56	0.0	0.0	nan	nan	0.0	0.0
1	7	53	0.0	0.0	nan	nan	0.0	0.0
1	7	50	0.0	0.0	nan	nan	0.0	0.0
1	7	47	0.0	0.0	nan	nan	0.0	0.0
1	7	44	0.0	0.0	nan	nan	0.0	0.0
2	7	107	2.0	0.0	22.0	0.447	1.0	1.0
2	7	104	1.968	0.18	22.484	0.724	1.0	1.0
2	7	101	1.774	0.425	23.129	0.846	1.0	1.0
2	7	98	1.387	0.495	24.097	0.79	1.0	1.0
2	7	95	1.032	0.315	25.567	1.04	0.968	0.968
2	7	92	0.935	0.25	27.138	1.903	0.935	0.935
2	7	89	0.387	0.495	28.667	1.875	0.387	0.387
2	7	86	0.0	0.0	nan	nan	0.0	0.0
2	7	83	0.0	0.0	nan	nan	0.0	0.0
2	7	80	0.0	0.0	nan	nan	0.0	0.0
2	7	77	0.0	0.0	nan	nan	0.0	0.0
2	7	74	0.0	0.0	nan	nan	0.0	0.0
2	7	71	0.0	0.0	nan	nan	0.0	0.0
2	7	68	0.0	0.0	nan	nan	0.0	0.0
2	7	65	0.0	0.0	nan	nan	0.0	0.0
2	7	62	0.0	0.0	nan	nan	0.0	0.0
2	7	59	0.0	0.0	nan	nan	0.0	0.0
2	7	56	0.0	0.0	nan	nan	0.0	0.0
2	7	53	0.0	0.0	nan	nan	0.0	0.0
2	7	50	0.0	0.0	nan	nan	0.0	0.0
2	7	47	0.0	0.0	nan	nan	0.0	0.0
2	7	44	0.0	0.0	nan	nan	0.0	0.0
3	7	107	2.032	0.18	20.484	0.811	1.0	1.0
3	7	104	2.0	0.0	21.129	0.67	1.0	1.0
3	7	101	2.0	0.0	21.935	0.574	1.0	1.0
3	7	98	2.0	0.0	22.355	0.608	1.0	1.0
3	7	95	2.0	0.0	23.097	0.87	1.0	1.0
3	7	92	1.71	0.461	24.194	0.873	1.0	1.0
3	7	89	1.387	0.495	25.484	1.122	1.0	1.0
3	7	86	1.097	0.301	26.871	1.648	1.0	1.0
3	7	83	0.935	0.25	29.586	2.196	0.935	0.935
3	7	80	0.448	0.506	31.0	3.094	0.419	0.484
3	7	77	0.0	0.0	nan	nan	0.0	0.0
3	7	74	0.0	0.0	nan	nan	0.0	0.0
3	7	71	0.0	0.0	nan	nan	0.0	0.0
3	7	68	0.0	0.0	nan	nan	0.0	0.0
3	7	65	0.0	0.0	nan	nan	0.0	0.0
3	7	62	0.0	0.0	nan	nan	0.0	0.0
3	7	59	0.0	0.0	nan	nan	0.0	0.0
3	7	56	0.0	0.0	nan	nan	0.0	0.0
3	7	53	0.0	0.0	nan	nan	0.0	0.0
3	7	50	0.0	0.0	nan	nan	0.0	0.0
3	7	47	0.0	0.0	nan	nan	0.0	0.0
3	7	44	0.0	0.0	nan	nan	0.0	0.0
4	7	107	3.0	0.0	22.097	0.473	1.0	1.0
4	7	104	2.645	0.486	22.871	0.562	1.0	1.0
4	7	101	2.419	0.502	23.419	0.72	1.0	1.0
4	7	98	2.065	0.25	24.032	0.706	1.0	1.0
4	7	95	2.0	0.0	24.806	0.654	1.0	1.0
4	7	92	2.0	0.0	25.968	0.983	1.0	1.0
4	7	89	1.935	0.25	27.323	1.137	1.0	1.0
4	7	86	1.655	0.484	29.516	3.285	0.935	1.0
4	7	83	1.321	0.612	31.241	2.198	0.839	0.935
4	7	80	0.133	0.434	34.0	1.633	0.097	0.129
4	7	77	0.0	0.0	nan	nan	0.0	0.0
4	7	74	0.0	0.0	nan	nan	0.0	0.0
4	7	71	0.0	0.0	nan	nan	0.0	0.0
4	7	68	0.0	0.0	nan	nan	0.0	0.0
4	7	65	0.0	0.0	nan	nan	0.0	0.0
4	7	62	0.0	0.0	nan	nan	0.0	0.0
4	7	59	0.0	0.0	nan	nan	0.0	0.0
4	7	56	0.0	0.0	nan	nan	0.0	0.0
4	7	53	0.0	0.0	nan	nan	0.0	0.0
4	7	50	0.0	0.0	nan	nan	0.0	0.0
4	7	47	0.0	0.0	nan	nan	0.0	0.0
4	7	44	0.0	0.0	nan	nan	0.0	0.0
5	7	107	2.419	0.502	22.548	0.723	1.0	1.0
5	7	104	2.226	0.425	23.29	0.973	1.0	1.0
5	7	101	2.0	0.0	24.258	0.999	1.0	1.0
5	7	98	2.0	0.0	24.613	0.844	1.0	1.0
5	7	95	2.0	0.0	26.032	1.426	1.0	1.0
5	7	92	1.645	0.486	27.774	1.499	1.0	1.0
5	7	89	1.333	0.62	30.793	3.342	0.806	0.935
5	7	86	0.3	0.651	31.0	3.512	0.194	0.226
5	7	83	0.032	0.18	28.0	0.0	0.032	0.032
5	7	80	0.0	0.0	nan	nan	0.0	0.0
5	7	77	0.0	0.0	nan	nan	0.0	0.0
5	7	74	0.0	0.0	nan	nan	0.0	0.0
5	7	71	0.0	0.0	nan	nan	0.0	0.0
5	7	68	0.0	0.0	nan	nan	0.0	0.0
5	7	65	0.0	0.0	nan	nan	0.0	0.0
5	7	62	0.0	0.0	nan	nan	0.0	0.0
5	7	59	0.0	0.0	nan	nan	0.0	0.0
5	7	56	0.0	0.0	nan	nan	0.0	0.0
5	7	53	0.0	0.0	nan	nan	0.0	0.0
5	7	50	0.0	0.0	nan	nan	0.0	0.0
5	7	47	0.0	0.0	nan	nan	0.0	0.0
5	7	44	0.0	0.0	nan	nan	0.0	0.0
6	7	107	3.065	0.25	22.935	0.442	1.0	1.0
6	7	104	3.065	0.25	23.258	0.682	1.0	1.0
6	7	101	3.0	0.0	24.29	0.902	1.0	1.0
6	7	98	3.0	0.0	24.645	0.755	1.0	1.0
6	7	95	2.839	0.374	25.742	0.729	1.0	1.0
6	7	92	2.613	0.495	26.419	0.848	1.0	1.0
6	7	89	2.29	0.461	27.774	1.23	1.0	1.0
6	7	86	2.032	0.18	29.806	1.682	1.0	1.0
6	7	83	1.839	0.374	31.871	2.306	1.0	1.0
6	7	80	1.533	0.571	33.967	3.157	0.935	0.968
6	7	77	0.63	0.742	37.0	3.354	0.419	0.548
6	7	74	0.032	0.18	43.0	0.0	0.032	0.032
6	7	71	0.0	0.0	nan	nan	0.0	0.0
6	7	68	0.0	0.0	nan	nan	0.0	0.0
6	7	65	0.0	0.0	nan	nan	0.0	0.0
6	7	62	0.0	0.0	nan	nan	0.0	0.0
6	7	59	0.0	0.0	nan	nan	0.0	0.0
6	7	56	0.0	0.0	nan	nan	0.0	0.0
6	7	53	0.0	0.0	nan	nan	0.0	0.0
6	7	50	0.0	0.0	nan	nan	0.0	0.0
6	7	47	0.0	0.0	nan	nan	0.0	0.0
6	7	44	0.0	0.0	nan	nan	0.0	0.0
7	7	107	3.0	0.0	21.452	0.675	1.0	1.0
7	7	104	2.871	0.341	21.806	0.543	1.0	1.0
7	7	101	2.645	0.486	22.226	0.805	1.0	1.0
7	7	98	2.065	0.25	23.065	0.68	1.0	1.0
7	7	95	2.065	0.25	23.806	0.98	1.0	1.0
7	7	92	2.032	0.18	24.677	0.871	1.0	1.0
7	7	89	2.0	0.0	26.258	1.094	1.0	1.0
7	7	86	1.774	0.425	27.419	1.785	1.0	1.0
7	7	83	1.552	0.632	28.724	2.604	0.871	0.935
7	7	80	0.957	0.706	32.88	3.244	0.548	0.806
7	7	77	0.143	0.448	33.5	3.082	0.097	0.194
7	7	74	0.0	0.0	nan	nan	0.0	0.0
7	7	71	0.0	0.0	nan	nan	0.0	0.0
7	7	68	0.0	0.0	nan	nan	0.0	0.0
7	7	65	0.0	0.0	nan	nan	0.0	0.0
7	7	62	0.0	0.0	nan	nan	0.0	0.0
7	7	59	0.0	0.0	nan	nan	0.0	0.0
7	7	56	0.0	0.0	nan	nan	0.0	0.0
7	7	53	0.0	0.0	nan	nan	0.0	0.0
7	7	50	0.0	0.0	nan	nan	0.0	0.0
7	7	47	0.0	0.0	nan	nan	0.0	0.0
7	7	44	0.0	0.0	nan	nan	0.0	0.0
8	7	107	5.0	0.0	17.032	0.407	1.0	1.0
8	7	104	4.839	0.374	17.29	0.529	1.0	1.0
8	7	101	4.581	0.672	17.645	0.608	1.0	1.0
8	7	98	4.065	0.68	18.0	0.683	1.0	1.0
8	7	95	3.387	0.615	18.581	0.502	1.0	1.0
8	7	92	3.226	0.56	18.839	0.779	1.0	1.0
8	7	89	3.065	0.25	19.355	0.709	1.0	1.0
8	7	86	2.903	0.301	20.194	0.833	1.0	1.0
8	7	83	2.645	0.486	20.452	0.85	1.0	1.0
8	7	80	2.387	0.495	21.645	0.915	1.0	1.0
8	7	77	2.065	0.25	22.516	0.89	1.0	1.0
8	7	74	2.0	0.0	23.968	1.14	1.0	1.0
8	7	71	2.0	0.0	25.323	1.222	1.0	1.0
8	7	68	1.968	0.18	26.613	1.687	1.0	1.0
8	7	65	1.714	0.46	29.29	3.823	0.903	1.0
8	7	62	0.379	0.677	32.2	3.393	0.258	0.323
8	7	59	0.0	0.0	39.0	2.828	0.0	0.065
8	7	56	0.0	0.0	nan	nan	0.0	0.0
8	7	53	0.0	0.0	nan	nan	0.0	0.0
8	7	50	0.0	0.0	nan	nan	0.0	0.0
8	7	47	0.0	0.0	nan	nan	0.0	0.0
8	7	44	0.0	0.0	nan	nan	0.0	0.0
9	7	107	3.548	0.568	19.258	0.575	1.0	1.0
9	7	104	3.097	0.301	19.71	0.529	1.0	1.0
9	7	101	3.065	0.25	20.387	0.558	1.0	1.0
9	7	98	3.032	0.18	20.871	0.885	1.0	1.0
9	7	95	2.871	0.341	21.355	0.839	1.0	1.0
9	7	92	2.548	0.506	22.355	0.661	1.0	1.0
9	7	89	2.419	0.502	22.871	1.056	1.0	1.0
9	7	86	2.097	0.301	24.032	0.912	1.0	1.0
9	7	83	2.0	0.0	25.097	1.248	1.0	1.0
9	7	80	1.968	0.18	26.452	1.457	1.0	1.0
9	7	77	1.7	0.535	28.833	2.574	0.935	0.968
9	7	74	1.261	0.619	32.586	4.264	0.677	0.935
9	7	71	0.25	0.532	35.083	2.021	0.161	0.387
9	7	68	0.0	0.0	nan	nan	0.0	0.0
9	7	65	0.0	0.0	nan	nan	0.0	0.0
9	7	62	0.0	0.0	nan	nan	0.0	0.0
9	7	59	0.0	0.0	nan	nan	0.0	0.0
9	7	56	0.0	0.0	nan	nan	0.0	0.0
9	7	53	0.0	0.0	nan	nan	0.0	0.0
9	7	50	0.0	0.0	nan	nan	0.0	0.0
9	7	47	0.0	0.0	nan	nan	0.0	0.0
9	7	44	0.0	0.0	nan	nan	0.0	0.0
10	7	107	2.161	0.374	20.355	0.839	1.0	1.0
10	7	104	2.0	0.0	21.097	0.539	1.0	1.0
10	7	101	1.968	0.18	21.419	0.502	1.0	1.0
10	7	98	1.968	0.18	22.452	1.338	1.0	1.0
10	7	95	1.935	0.25	23.226	0.762	1.0	1.0
10	7	92	1.71	0.461	23.71	1.131	1.0	1.0
10	7	89	1.419	0.502	24.903	1.136	1.0	1.0
10	7	86	1.097	0.301	26.806	1.887	1.0	1.0
10	7	83	0.621	0.494	29.35	2.601	0.581	0.645
10	7	80	0.194	0.402	28.333	2.251	0.194	0.194
10	7	77	0.0	0.0	nan	nan	0.0	0.0
10	7	74	0.0	0.0	nan	nan	0.0	0.0
10	7	71	0.0	0.0	nan	nan	0.0	0.0
10	7	68	0.0	0.0	nan	nan	0.0	0.0
10	7	65	0.0	0.0	nan	nan	0.0	0.0
10	7	62	0.0	0.0	nan	nan	0.0	0.0
10	7	59	0.0	0.0	nan	nan	0.0	0.0
10	7	56	0.0	0.0	nan	nan	0.0	0.0
10	7	53	0.0	0.0	nan	nan	0.0	0.0
10	7	50	0.0	0.0	nan	nan	0.0	0.0
10	7	47	0.0	0.0	nan	nan	0.0	0.0
10	7	44	0.0	0.0	nan	nan	0.0	0.0
11	7	107	2.452	0.506	21.903	0.597	1.0	1.0
11	7	104	2.129	0.341	22.516	0.626	1.0	1.0
11	7	101	2.0	0.0	23.161	0.735	1.0	1.0
11	7	98	2.0	0.0	23.935	1.063	1.0	1.0
11	7	95	2.0	0.0	24.774	0.617	1.0	1.0
11	7	92	1.968	0.18	25.548	0.81	1.0	1.0
11	7	89	1.871	0.341	26.935	1.482	1.0	1.0
11	7	86	1.742	0.445	28.548	1.729	1.0	1.0
11	7	83	1.286	0.6	30.931	2.492	0.839	0.935
11	7	80	0.185	0.396	34.556	1.878	0.161	0.29
11	7	77	0.0	0.0	37.0	0.0	0.0	0.032
11	7	74	0.0	0.0	nan	nan	0.0	0.0
11	7	71	0.0	0.0	nan	nan	0.0	0.0
11	7	68	0.0	0.0	nan	nan	0.0	0.0
11	7	65	0.0	0.0	nan	nan	0.0	0.0
11	7	62	0.0	0.0	nan	nan	0.0	0.0
11	7	59	0.0	0.0	nan	nan	0.0	0.0
11	7	56	0.0	0.0	nan	nan	0.0	0.0
11	7	53	0.0	0.0	nan	nan	0.0	0.0
11	7	50	0.0	0.0	nan	nan	0.0	0.0
11	7	47	0.0	0.0	nan	nan	0.0	0.0
11	7	44	0.0	0.0	nan	nan	0.0	0.0
12	7	107	3.032	0.18	21.258	0.631	1.0	1.0
12	7	104	3.032	0.18	21.645	0.755	1.0	1.0
12	7	101	3.0	0.0	22.258	0.815	1.0	1.0
12	7	98	3.0	0.0	22.935	0.68	1.0	1.0
12	7	95	2.742	0.445	23.806	0.946	1.0	1.0
12	7	92	2.323	0.541	24.968	2.228	1.0	1.0
12	7	89	2.129	0.341	25.806	0.91	1.0	1.0
12	7	86	2.0	0.0	27.032	1.169	1.0	1.0
12	7	83	2.0	0.0	29.097	2.022	1.0	1.0
12	7	80	1.933	0.254	31.032	2.523	0.968	1.0
12	7	77	0.85	0.813	36.435	3.087	0.387	0.742
12	7	74	0.103	0.409	36.75	2.986	0.065	0.129
12	7	71	0.0	0.0	nan	nan	0.0	0.0
12	7	68	0.0	0.0	nan	nan	0.0	0.0
12	7	65	0.0	0.0	nan	nan	0.0	0.0
12	7	62	0.0	0.0	nan	nan	0.0	0.0
12	7	59	0.0	0.0	nan	nan	0.0	0.0
12	7	56	0.0	0.0	nan	nan	0.0	0.0
12	7	53	0.0	0.0	nan	nan	0.0	0.0
12	7	50	0.0	0.0	nan	nan	0.0	0.0
12	7	47	0.0	0.0	nan	nan	0.0	0.0
12	7	44	0.0	0.0	nan	nan	0.0	0.0
13	7	107	2.226	0.425	22.387	0.715	1.0	1.0
13	7	104	2.032	0.18	23.161	0.638	1.0	1.0
13	7	101	2.0	0.0	23.903	0.79	1.0	1.0
13	7	98	1.839	0.374	25.032	1.197	1.0	1.0
13	7	95	1.677	0.475	26.097	1.35	1.0	1.0
13	7	92	1.241	0.511	28.333	2.482	0.903	0.968
13	7	89	0.643	0.559	31.25	3.837	0.548	0.645
